"Continue to Shipping Information","Tiếp tục điền thông tin giao hàng"
"Country","Quốc gia"
"Coupon code ""%s"" is not valid","Mã giảm ""%s"" không hợp lệ."
"Coupon code ""%s"" was applied.","Mã giảm ""%s"" đã được áp dụng."
"Coupon code was canceled.","Mã giảm đã bị hủy."
"Create Billing Address","Tạo địa chỉ thanh toán"
"Create Shipping Address","Tạo địa chỉ nhận hàng"
"Create an order from shopping cart","Tạo một đơn đặt hàng từ giỏ hàng."
"Create shopping cart","Tạo giỏ hàng"
"Customer Address is not valid.","Địa chỉ khách hàng không hợp lệ."
"Customer Information","Thông tin khách hàng"
"Customer's information","Thông tin khách hàng"
"Data saving problem","Lưu dữ liệu có vấn đề"
"Default Billing","Địa chỉ thanh toán mặc định"
"Default Shipping","Địa chỉ nhận hàng mặc định"
"Delete Condition","Delete Condition"
"Details","Chi tiết"
"Disabled","Vô hiệu"
"Discount Codes","Mã giảm giá"
"Display Cart Summary","Hiển thị tổng sản phẩm ở giỏ hàng"
"Display Shopping Cart Sidebar","Hiển thị box giỏ hàng"
"Display item quantities","Hiển thị số lượng sản phẩm"
"Display number of items in cart","Hiển thị số sản phẩm trong giỏ hàng"
"Display number of items in wishlist","Hiển thị số sản phẩm trong Sản phẩm yêu thích"
"Easy access to your order history and status","Theo dõi được trạng thái đơn hàng và tích lũy điểm thưởng"
"Edit","Sửa"
"Edit Address","Sửa địa chỉ"
"Edit Billing Address","Sửa địa chỉ thanh toán"
"Edit Condition","Sửa điều kiện"
"Edit Items","Sửa thông tin"
"Edit Shipping Address","Sửa địa chỉ nhận hàng"
"Edit Terms and Conditions","Sửa điều khoản thanh toán"
"Edit Your Cart","Sửa giỏ hàng"
"Edit item","Sửa thông tin"
"Edit item parameters","Sửa các thông số sản phẩm"
"Email Address","Địa chỉ email"
"Enable Onepage Checkout","Cho phép thanh toán nhanh"
"Enable Terms and Conditions","Kích hoạt các điều khoản thanh toán"
"Enabled","Hiệu lực"
"Enter a New Address","Nhập địa chỉ mới"
"Enter your coupon code if you have one.","Nhập mã coupon của bạn."
"Enter your destination to get a shipping estimate.","bạn nhập thông tin đầy đủ để xem thuế và phí vận chuyển cho đơn hàng này."
"Estimate Shipping and Tax","Ước tính thuế và phí vận chuyển"
"Excl. Tax","Excl. Tax"
"Fast and easy check out","Thanh toán nhanh cho lần mua hàng sau"
"Fax","Fax"
"Forgot an Item?","Bạn muốn thay đổi sản phẩm?"
"Forgot your password?","Quên mật khẩu."
"Get a Quote","Yêu cầu báo giá"
"Get list of available payment methods","Danh sách các phương thức thanh toán có sẵn"
"Get list of available shipping methods","Danh sách các phương thức vận chuyển có sẵn"
"Get list of products in shopping cart","Danh sách các sản phẩm trong giỏ hàng"
"Get terms and conditions","Các điều khoản thanh toán"
"Get total prices for shopping cart","Tổng tiền của giỏ hàng"
"Gift Message","Lời gửi tặng"
"Grand Total:","Tổng tiền:"
"Grouped Product Image","Tạo ảnh nhóm sản phẩm"
"HTML","HTML"
"ID","ID"
"Incl. Tax","Incl. Tax"
"Invalid checkout type.","Loại thanh toán không hợp lệ."
"Invalid data.","Dữ liệu không hợp lệ."
"Invalid email address ""%s""","Địa chỉ email ""%s"" không hợp lệ."
"Invalid method: %s","Phương thức %s không hợp lệ"
"Invalid shipping method.","Phương thức vận chuyển không hợp lệ."
"Item not found or already ordered","Không tìm thấy sản phẩm hoặc sản phẩm đã được đặt hàng"
"Items","Sản phẩm"
"Items After","Items After"
"Items Before","Items Before"
"Load customer quote error","Load customer quote error"
"Loading next step...","Đang xử lý dữ liệu để qua bước sau..."
"Login","Đăng nhập"
"Login/Registration Before","Đăng nhập/Đăng ký sau"
"Manage Terms and Conditions","Quản lý điều khoản thanh toán"
"Maximum Display Recently Added Item(s)","Hiển thị tất cả sản phẩm đã được thêm gần đây."
"Maximum qty allowed for Shipping to multiple addresses is %s","Số sản phẩm tối đa cho phép vận chuyển đến nhiều địa chỉ là %s"
"Move to Wishlist","Thích sản phẩm này"
"Move to wishlist","Thêm vào danh sách yêu thích"
"Multishipping Checkout","Thanh toán đa phương thức"
"Multishipping Checkout Address (Any) Form","Mẫu tạo địa chỉ thanh toán đa phương thức"
"Multishipping Checkout Billing Address Creation","Tạo địa chỉ trong hóa đơn thanh toán đa phương thức"
"Multishipping Checkout Billing Address Edit Form","Sửa địa chỉ trong hóa đơn thanh toán đa phương thức"
"Multishipping Checkout Billing Address Selection","Chọn địa chỉ trong hóa đơn thanh toán đa phương thức"
"Multishipping Checkout Billing Information Step","Các thông tin về thanh toán đa phương thức"
"Multishipping Checkout Customer Address Edit Form","Sửa địa chỉ khách hàng thanh toán đa phương thức"
"Multishipping Checkout Overview","Tổng quan thanh toán đa phương thức"
"Multishipping Checkout Shipping Address Creation","Tạo địa chỉ vận chuyển thanh toán đa phương thức"
"Multishipping Checkout Shipping Address Edit Form","Sửa địa chỉ vận chuyển thanh toán đa phương thức"
"Multishipping Checkout Shipping Address Selection","Chọn địa chỉ vận chuyển thanh toán đa phương thức"
"Multishipping Checkout Shipping Information Step","Thông tin về vận chuyển thanh toán đa phương thức"
"Multishipping Checkout Success","Thanh toán đa phương thức thành công"
"My Cart","Giỏ hàng"
"My Cart (%s item)","Giỏ hàng (%s)"
"My Cart (%s items)","Giỏ hàng (%s)"
"My Cart Link","Giỏ hàng của tôi"
"New Address","Địa chỉ mới"
"New Condition","Điều kiện mới"
"New Terms and Conditions","Điều khoản thanh toán"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","TOÀN BỘ ĐƠN ĐẶT HÀNG SẼ ĐƯỢC HIỂN THỊ TRƯỚC KHI BẠN GỬI ĐƠN ĐẶT HÀNG."
"One Page Checkout","Thanh toán nhanh"
"One Page Checkout Failure","Thanh toán thất bại"
"One Page Checkout Overview","Tổng quan thanh toán"
"One Page Checkout Success","Thanh toán thành công"
"One item of products do not have identifier or sku","Không có định danh hoặc mã sản phẩm."
"One item of products is not belong any of quote item","Sản phẩm không thuộc bất kỳ mục báo giá nào"
"Order #","Đơn hàng số: "
"Order Review","Xem đơn hàng"
"Order Success","Đặt hàng thành công"
"Order place error.","Lỗi vị trí đặt hàng."
"Other Items in Your Order","Sản phẩm khác trong đơn đặt hàng của bạn"
"Overview Items After","Tổng quan sản phẩm sau khi đặt hàng"
"Password","Mật khẩu"
"Payment Failed Email Reciever","Email người nhận thông báo lỗi"
"Payment Failed Email Sender","Email người gửi thông báo lỗi"
"Payment Failed Emails","Email nhận thanh toán lỗi"
"Payment Failed Template","Giao diện thông báo"
"Payment Information","Thông tin thanh toán"
"Payment Method","Phương thức thanh toán"
"Payment Methods After Checkout Button","Sau khi thanh toán"
"Payment Methods Before Checkout Button","Trước khi thanh toán"
"Payment method information","Thông tin thanh toán"
"Payment method is not define","Phương thức thanh toán không xác định"
"Payment methods in shopping cart","Phương thức thanh toán trên giỏ hàng"
"Payment profile # %s: ""%s"".","Hồ sơ thanh toán # %s: ""%s""."
"Place Order","Đặt hàng"
"Please agree to all Terms and Conditions before placing the order.","Hãy đồng ý các điều khoản thanh toán trước khi đặt hàng."
"Please agree to all Terms and Conditions before placing the orders.","Hãy đồng ý các điều khoản thanh toán trước khi đặt hàng."
"Please agree to all the terms and conditions before placing the order.","Hãy đồng ý các điều khoản thanh toán trước khi đặt hàng."
"Please check billing address information.","Hãy kiểm tra địa chỉ thanh toán."
"Please check shipping address information.","Hãy kiểm tra địa chỉ giao hàng."
"Please check shipping addresses information.","Hãy kiểm tra địa chỉ giao hàng."
"Please log in below:","Mời bạn login:"
"Please select region, state or province","Mời bạn chọn Tỉnh/Tp"
"Please select shipping address for applicable items","Vui lòng chọn địa chỉ giao hàng."
"Please select shipping methods for all addresses","Vui lòng chọn phương thức vận chuyển cho tất cả các địa chỉ"
"Please select valid payment method.","Vui lòng chọn phương thức thanh toán hợp lệ."
"Please specify payment method.","Bạn phải chọn phương thức thanh toán."
"Please specify shipping method.","Bạn phải chọn phương thức thanh toán."
"Please specify shipping methods for all addresses.","Bạn phải chọn phương thức thanh toán cho tất cả các địa chỉ."
"Price","Giá"
"Proceed to Checkout","Tiến hành thanh toán"
"Product","Sản phẩm"
"Product Name","Tên sản phẩm"
"Products","Sản phẩm"
"Qty","Số lượng"
"Qty:","Số lượng:"
"Quantity was recalculated from %d to %d","Số lượng được tính lại từ %d đến %d"
"Quote Lifetime (days)","Luôn báo giá (ngày)"
"Quote item does not exist.","Giá sản phẩm không tồn tại."
"Quote item is not found.","Không tìm thấy giá sản phẩm."
"Recently added item(s)","Sản phẩm chờ thanh toán"
"Register","Đăng ký"
"Register and save time!","Đăng ký thành viên mang lại lợi ích!"
"Register to Create an Account","Tạo tài khoản mới"
"Create an Account", "Tạo tài khoản mới"
"Register and Checkout", "Tạo tài khoản và thanh toán"
"Register with us for future convenience:","Bạn có thể chọn hình thức tài khoản thanh toán:"
"Remove Item","Xóa"
"Remove This Item","Xóa sản phẩm này"
"Remove coupon code from shopping cart","Không áp dụng coupon cho đơn hàng này"
"Remove item","Xóa"
"Remove product from shopping cart","Xóa sản phẩm khỏi giỏ hàng"
"Remove product(s) from shopping cart","Xóa sản phẩm khỏi giỏ hàng"
"Require Customer To Be Logged In To Checkout","Khách hàng hãy đăng nhập để thanh toán"
"Retrieve information about shopping cart","Thông tin giỏ hàng"
"Returning Customers","Tôi đã có tài khoản trên cuahangdonghohieu.com"
"Review Order","Xem đơn hàng"
"Review Order - %s","Xem đơn hàng - %s"
"Sales","Sales"
"Sale off","Giảm giá"
"Save Condition","Lưu trạng thái."
"Save in address book","Lưu danh bạ"
"See price before order confirmation.","Xem giá trước khi xác nhận đơn hàng."
"Select Address","Chọn địa chỉ"
"Select Addresses","Chọn nhiều địa chỉ"
"Select Shipping Method","Chọn phương thức vận chuyển"
"Select State/Province...","Chọn thành phố..."
"Select a billing address from your address book or enter a new address.","Hãy chọn một địa chỉ làm địa chỉ thanh toán."
"Select a shipping address from your address book or enter a new address.","Hãy chọn một địa chỉ làm địa chỉ nhận hàng."
"Send Payment Failed Email Copy Method","Gửi email báo lỗi phương thức thanh toán"
"Send Payment Failed Email Copy To","Send Payment Failed Email Copy To"
"Send To","Gửi đến"
"Separate by "","".","Phân biệt bởi "",""."
"Set customer for shopping cart","Thiết lập khách hàng cho giỏ hàng"
"Set customer's addresses in shopping cart","Thiết lập địa chỉ khách hàng trong giỏ hàng"
"Set payment method","Thiết lập phương thức thanh toán"
"Set shipping method","Thiết lập phương thức vận chuyển"
"Ship to Multiple Addresses","Giao đến nhiều địa chỉ"
"Ship to different address","Giao hàng ở địa chỉ khác"
"Ship to this address","Giao hàng ở địa chỉ này"
"Shipping Address","Địa chỉ nhận hàng"
"Shipping Information","Thông tin vận chuyển"
"Shipping Method","Phương thức vận chuyển"
"Shipping Methods","Phương thức vận chuyển"
"Shipping To","Giao hàng tại"
"Shipping information","Thông tin vận chuyển"
"Shipping method has not been selected yet","Chưa chọn phương thức vận chuyển."
"Shipping methods in shopping cart","Phương thức vân chuyển của giỏ hàng"
"Shipping selection is not applicable.","Không áp dụng hình thức vận chuyển này."
"Shopping Cart","Giỏ hàng"
"Shopping Cart Form Before","Mẫu giỏ hàng trước"
"Shopping Cart Sidebar","Thanh bên của giỏ hàng"
"Shopping Cart Sidebar Extra Actions","Thiết lập thêm thanh bên cho giỏ hàng"
"Shopping Cart is Empty","Giỏ hàng chưa có sản phẩm"
"Shopping cart ability to set coupon code","Khả năng thiết lập mã giảm"
"Show Content as","Hiển thị nội dung như"
"Some of the requested products are not available in the desired quantity.","Sản phẩm được yêu cầu hiện không có sẵn số lượng như mong muốn."
"Some of the requested products are unavailable.","Sản phẩm được yêu cầu hiện không có sẵn."
"Some products quantities were recalculated because of quantity increment mismatch","Sản phẩm được tính toán lại do số gia không trùng khớp"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Xin lỗi, thanh toán của quý khách không được kích hoạt. Vui lòng thử lại hoặc liên hệ với chủ cửa hàng."
"Sorry, guest checkout is not enabled. Please try again or contact the store owner.","Xin lỗi, thanh toán của quý khách không được kích hoạt. Vui lòng thử lại hoặc liên hệ với chủ cửa hàng."
"Sorry, no quotes are available for this order at this time.","Xin lỗi, báo giá cho đơn hàng này hiện không có sẵn."
"State/Province","Tỉnh/Tp"
"Status","Trạng thái"
"Store View","Quang cảnh cửa hàng"
"Street Address","Địa chỉ"
"Street Address %s","Địa chỉ %s"
"Submitting order information...","Đang xử lý thông tin..."
"Subtotal","Tổng cộng"
"Telephone","Điện thoại"
"Terms and Conditions","Điều khoản thanh toán"
"Terms and Conditions Information","Điều khoản thanh toán"
"Terms and conditions","Điều khoản thanh toán"
"Text","Text"
"Thank you for your purchase!","Cảm ơn bạn đã đặt hàng!"
"The condition has been deleted","Các điều kiện đã bị xóa"
"The condition has been saved.","Các điều kiện đã được lưu"
"The onepage checkout is disabled.","Thanh toán bị vô hiệu hóa."
"The product could not be found.","Không tìm thấy sản phẩm này."
"The product does not exist.","Sản phẩm không tồn tại."
"There are <a href=""%s"">%s items</a> in your cart.","Hiện có <a href=""%s"">%s sản phẩm</a> trong giỏ hàng."
"There is <a href=""%s"">1 item</a> in your cart.","Hiện có <a href=""%s"">1 sản phẩm</a> trong giỏ hàng."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Địa chỉ email này đã được sử dụng. Hãy đăng nhập bằng email này hoặc nhập địa chỉ email khác để đăng ký tài khoản của bạn."
"There was an error processing your order. Please contact us or try again later.","Xử lý đơn hàng bị lỗi. Hãy liên hệ với chúng tôi hoặc thử lại sau."
"This condition no longer exists.","Tình trạng này không tồn tại."
"Total","Tổng cộng"
"Total for this address","Tổng tiền của địa chỉ này"
"Unable to set Payment Method.","Không thể thiết lập phương thứ thanh toán."
"Unit Price","Đơn giá"
"Update Cart","Cập nhật giỏ hàng"
"Update Qty &amp; Addresses","Cập nhật số lượng &amp; Các địa chỉ"
"Update Shopping Cart","Cập nhật giỏ hàng"
"Update Total","Cập nhật tổng tiền"
"Update product quantities in shopping cart","Cập nhật số lượng sản phẩm trong giỏ hàng"
"Update product(s) quantities in shopping cart","Cập nhật số lượng các sản phẩm trong giỏ hàng"
"Use Billing Address","Dùng địa chỉ thanh toán"
"VAT Number","Số thuế GTGT"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Chúng tôi đang xử lý đơn hàng của bạn và bạn sẽ sớm nhận được một email với các chi tiết của đơn hàng. Sau khi đơn hàng được vận chuyển, bạn sẽ nhận được một email khác với một liên kết để theo dõi tiến trình của mình."
"What's this?","Xem chi tiết?"
"You have no items in your shopping cart.","Không có sản phẩm nào"
"You will receive an order confirmation email with details of your order and a link to track its progress.","Chúng tôi sẽ xử lý đơn hàng này trong vòng 24 giờ làm việc, bạn vui lòng theo dõi trạng thái đơn hàng trong phần quản lý tài khoản của mình.."
"Your Checkout Progress","Các bước thanh toán"
"Your billing agreement # is: %s.","Thỏa thuận thanh toán của bạn: %s."
"Your order # is: %s.","Số đơn hàng: %s."
"Your order has been received.","Đã đặt hàng thành công."
"Your order number is ","Số đơn hàng "
"Your recurring payment profiles:","Hồ sơ thanh toán định kỳ của bạn:"
"Zip/Postal Code","Mã quốc gia"
"No Payment Information Required", "Không có phương thức thanh toán nào được đề nghị"
"Already registered? Please login here", "Bạn đã đăng ký tài khoản? Click vào đây để đăng nhập hệ thống"
"Order Comment", "Ghi chú đơn hàng như: Nơi nhận hàng, ngày giờ có thể nhận, ghi chú khác"
"Black","Đen"
"This is a required field.","Vui lòng nhập."
